42541.19,42590.48,42482.48,42513.82
42513.82,42639.59,42513.82,42602.35
42602.35,42638.25,42552.52,42621.19
42621.19,42631.10,42542.99,42560.00
42560.01,42584.00,42560.00,42583.99
42583.99,42620.86,42562.01,42566.64
42566.65,42599.75,42566.64,42599.61
42599.61,42625.91,42599.59,42620.00
42620.00,42620.00,42560.02,42560.02
42560.02,42609.99,42560.02,42597.96
42597.95,42616.48,42562.03,42562.03
42562.04,42607.81,42560.00,42604.07
42604.07,42614.93,42572.00,42572.01
42572.01,42605.89,42572.00,42591.15
42591.15,42599.15,42584.82,42599.14
42599.14,42654.04,42599.14,42621.10
42621.11,42700.00,42621.10,42683.88
42683.87,42707.68,42623.99,42665.27
42665.28,42704.33,42650.00,42687.83
42687.84,42695.75,42665.38,42671.28
42671.28,42671.28,42656.02,42656.02
42656.02,42656.03,42588.10,42588.10
42588.11,42591.10,42572.49,42582.00
42582.00,42582.00,42550.00,42550.00
42550.01,42550.01,42414.24,42427.94
42427.95,42434.39,42333.00,42366.96
42366.96,42442.40,42352.79,42437.78
42437.77,42466.06,42423.08,42445.67
42445.67,42445.68,42343.93,42359.99
42359.99,42399.11,42276.84,42301.99
42302.00,42347.86,42283.19,42347.85
42347.85,42363.44,42306.00,42326.13
42326.14,42371.10,42306.01,42364.24
42364.24,42390.00,42336.00,42390.00
42390.00,42400.00,42375.00,42398.70
42398.70,42413.75,42375.00,42388.07
42388.06,42400.00,42353.81,42353.81
42353.82,42393.63,42353.81,42391.12
42391.12,42437.48,42387.89,42417.05
42417.04,42422.38,42376.55,42391.86
42391.87,42396.71,42352.00,42352.01
42352.01,42381.10,42342.00,42381.09
42381.09,42421.09,42381.09,42384.00
42384.01,42414.64,42384.00,42414.64
42414.64,42436.54,42414.63,42430.53
42430.54,42442.80,42427.35,42430.05
42430.04,42473.35,42430.04,42443.99
42444.00,42447.54,42417.36,42445.19
42445.20,42445.20,42394.01,42394.02
42394.02,42394.02,42362.01,42374.87
42374.87,42426.04,42374.86,42426.04
42426.03,42442.98,42426.03,42442.94
42442.95,42445.55,42386.35,42388.60
42388.61,42388.61,42368.00,42369.93
42369.93,42417.15,42369.93,42417.14
42417.15,42425.92,42396.69,42425.91
42425.92,42451.13,42406.64,42451.13
42451.12,42451.13,42404.00,42407.58
42407.58,42454.67,42407.58,42448.12
42448.12,42487.12,42432.01,42487.12
42487.12,42487.12,42449.09,42461.66
42461.65,42472.00,42449.09,42449.09
42449.10,42475.49,42449.09,42475.48
42475.48,42478.75,42456.39,42456.40
42456.39,42456.40,42430.59,42430.59
42430.60,42475.00,42430.59,42475.00
42474.99,42498.17,42464.38,42484.00
42484.01,42484.01,42439.48,42445.91
42445.91,42475.92,42439.00,42439.00
42439.00,42441.09,42382.77,42382.78
42382.77,42416.00,42381.10,42407.27
42407.27,42480.00,42407.26,42480.00
42479.99,42490.00,42477.83,42489.99
42489.99,42490.00,42481.16,42488.61
42488.60,42548.43,42488.60,42541.37
42541.38,42541.38,42509.28,42513.99
42514.00,42563.69,42512.08,42559.23
42559.22,42638.55,42559.22,42622.01
42622.01,42639.00,42581.10,42584.78
42584.77,42584.78,42528.07,42536.64
42536.63,42596.00,42536.63,42583.27
42583.26,42601.91,42583.26,42601.91
42601.90,42643.31,42586.00,42643.30
42643.31,42646.00,42612.95,42616.62
42616.62,42622.07,42596.52,42596.64
42596.64,42612.01,42596.63,42612.01
42612.00,42612.01,42594.86,42594.86
42594.87,42608.00,42582.00,42597.10
42597.10,42603.04,42586.07,42603.04
42603.04,42603.04,42582.00,42586.00
42585.99,42611.10,42585.99,42611.09
42611.09,42622.02,42602.78,42602.79
42602.78,42634.66,42602.78,42634.55
42634.56,42681.45,42632.00,42632.01
42632.01,42632.17,42602.92,42602.93
42602.92,42611.01,42602.92,42611.00
42611.01,42612.80,42611.00,42612.80
42612.79,42641.10,42612.79,42621.11
42621.11,42631.97,42621.10,42631.96
42631.97,42651.10,42631.96,42651.09
42651.10,42651.10,42637.50,42637.50
42637.50,42638.39,42628.09,42638.38
42638.39,42650.51,42638.38,42650.51
42650.50,42650.54,42650.49,42650.50
42650.49,42653.66,42627.01,42627.02
42627.01,42631.18,42627.01,42631.18
42631.17,42633.44,42631.17,42633.43
42633.43,42656.96,42633.43,42656.95
42656.96,42663.07,42656.95,42663.06
42663.06,42670.20,42663.06,42670.20
42670.20,42673.05,42657.11,42657.11
42657.12,42662.72,42657.07,42662.72
42662.71,42680.01,42662.71,42680.01
42680.01,42690.42,42680.00,42680.13
42680.14,42680.14,42657.12,42657.12
42657.12,42657.13,42645.11,42645.12
42645.12,42645.12,42612.72,42612.98
42612.98,42655.16,42612.97,42655.16
42655.16,42667.70,42655.15,42667.69
42667.69,42667.70,42656.06,42656.07
42656.07,42681.28,42617.75,42630.00
42629.99,42663.37,42623.92,42624.07
42624.07,42651.10,42624.07,42641.27
42641.26,42649.47,42640.24,42649.46
42649.46,42652.93,42609.17,42625.46
42625.46,42629.12,42607.75,42625.42
42625.43,42625.43,42612.94,42612.95
42612.94,42622.08,42612.90,42622.07
42622.08,42628.79,42616.00,42616.00
42616.01,42616.01,42610.00,42610.01
42610.00,42619.28,42574.40,42585.16
42585.17,42595.89,42578.82,42595.88
42595.89,42595.89,42588.23,42594.20
42594.19,42594.20,42594.19,42594.19
42594.19,42594.20,42588.38,42588.39
42588.38,42588.39,42562.31,42562.31
42562.31,42578.63,42555.46,42578.62
42578.62,42599.99,42578.62,42599.99
42599.98,42613.41,42599.98,42613.41
42613.40,42641.03,42613.40,42641.03
42641.03,42649.67,42624.23,42624.23
